LAMMPS data file via write_data, version 2 Aug 2023, timestep = 50000, units = metal

256 atoms
1 atom types

-0.3671436188746302 14.807143618873802 xlo xhi
-0.3671436188746302 14.807143618873802 ylo yhi
-0.3671436188746302 14.807143618873802 zlo zhi

Masses

1 63.546

Atoms # atomic

180 1 1.4052472585202331 1.7567125356121043 5.208584734622879 0 1 0
88 1 2.4431836395756834 3.338009079986534 3.7024579745085395 0 0 0
35 1 0.8191875072587345 1.84339138914262 1.986150703785551 0 0 0
156 1 1.718496702322187 4.341849317719529 5.755080968486328 1 0 0
249 1 3.506596422075142 1.7413318746894348 1.313635455642682 0 1 1
49 1 3.756461777692362 4.304193338476407 1.8089302627547266 -1 0 0
177 1 2.59543323619906 0.5739533131905413 3.277199901924782 -1 1 0
58 1 3.892703271293284 1.9713715542943184 5.347333331207899 1 0 0
86 1 4.16662738150823 4.353955948432664 5.535917261237159 1 0 0
84 1 4.569022548401349 0.01883423887276925 4.193580528130978 0 0 0
4 1 0.3912160076147091 1.3844431270497368 -0.2344672822735873 0 0 0
1 1 0.2062967537518453 3.143139537419059 6.551434512790721 0 0 -1
37 1 1.95468241540285 3.4294798747967943 0.14372105673625424 0 0 0
176 1 4.8305886362508765 2.9083582740564733 3.307095712589817 1 1 0
219 1 7.107036279844253 3.3908290742778378 2.265535565453685 0 0 1
8 1 5.75651819674973 1.1212941796639457 1.3394869349420109 0 -1 0
161 1 6.868186744598954 3.735070442496373 4.9767274170150335 -1 1 0
164 1 6.223605815672167 1.1291047932940725 5.679818112490342 0 1 0
107 1 7.039949128674855 1.161691499777469 3.3372180990474956 0 1 0
122 1 8.300479583038255 1.6665912216752394 1.1861041120677611 0 1 0
124 1 6.953958346518392 3.1244494208364686 -0.27831426372002976 0 1 1
74 1 9.252482563187776 0.9424570747753205 3.507829807136859 0 0 0
7 1 8.946789769393432 3.2907679407338533 3.6532189876090753 -1 0 0
213 1 9.669594863464996 4.146948920828636 1.3044500319763208 0 0 1
198 1 8.209476691339757 3.3016711114924067 7.09879327811672 0 -1 1
191 1 9.56066593755324 1.0669902081332872 7.042568787134013 0 1 0
114 1 14.78580349689268 3.7270423519881515 0.7139798501353278 -1 0 0
184 1 14.523079425268522 4.507026510369936 4.797720745455571 -1 0 0
116 1 11.11145253943676 1.7755122919900357 0.23789795439025274 -1 1 0
2 1 10.349045550702847 -0.14427393637412914 1.6095065060031353 0 0 0
81 1 11.23879742996079 2.9761307774767847 2.829037829065836 -1 1 0
85 1 10.91869508538688 2.289833356249913 5.155609333358647 -1 0 0
222 1 14.350852142795654 1.2431264252568932 5.441968052716306 0 0 1
59 1 12.291441327351373 3.8696644445205024 0.7922719214221225 -1 1 0
27 1 14.283704165477037 2.600275324879694 3.544783218692004 -1 0 0
166 1 11.968719348534782 0.5280980135257904 3.6374909225675616 -1 0 1
225 1 12.274276026099049 4.195059994398214 4.639936315012778 -1 0 1
201 1 13.02407098381715 2.9323556572569127 6.5494822194757445 -1 0 0
128 1 12.09357150183685 0.31032597186031863 6.304331181089552 0 1 -1
46 1 10.720592633628373 3.9094885294619104 7.178595282315937 0 0 -1
71 1 14.484332459512926 0.3546634975744698 3.167270665013428 -1 0 0
138 1 13.385619135529776 1.709882183826311 1.4925378323622511 0 0 1
207 1 0.47011773561773307 5.219414113196557 2.950497727953243 1 -1 1
134 1 0.7784809594663913 7.2164446459548115 4.754382698451013 0 -1 0
